OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
0, mujets, up, 1, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0551606
0, mujets, down, 1, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0551606
0, mujets, central, 1, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0345806
0, mujets, down, 1, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0345806
0, mujets, central, 1, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0294079
0, mujets, down, 1, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0294079
0, mujets, central, 1, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0284192
0, mujets, down, 1, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0284192
0, mujets, central, 1, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0337882
0, mujets, down, 1, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0337882
0, mujets, central, 1, 0.0, 2.4, 120.0, 160.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 120.0, 160.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0372397
0, mujets, down, 1, 0.0, 2.4, 120.0, 160.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0372397
0, mujets, central, 1, 0.0, 2.4, 160.0, 210.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 160.0, 210.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0387295
0, mujets, down, 1, 0.0, 2.4, 160.0, 210.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0387295
0, mujets, central, 1, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0506537
0, mujets, down, 1, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0506537
0, mujets, central, 1, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0625547
0, mujets, down, 1, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0625547
0, mujets, central, 1, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.0984309
0, mujets, down, 1, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.0984309
0, mujets, central, 1, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.120875
0, mujets, down, 1, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.120875
0, mujets, central, 1, 0.0, 2.4, 500.0, 670.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x)))
0, mujets, up, 1, 0.0, 2.4, 500.0, 670.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) + 0.107132
0, mujets, down, 1, 0.0, 2.4, 500.0, 670.0, 0, 1, 0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))) - 0.107132
1, mujets, central, 1, 0.0, 2.4, 20.0, 30.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 20.0, 30.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0933309
1, mujets, down, 1, 0.0, 2.4, 20.0, 30.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0933309
1, mujets, central, 1, 0.0, 2.4, 30.0, 40.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 30.0, 40.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0407095
1, mujets, down, 1, 0.0, 2.4, 30.0, 40.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0407095
1, mujets, central, 1, 0.0, 2.4, 40.0, 50.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 40.0, 50.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0375415
1, mujets, down, 1, 0.0, 2.4, 40.0, 50.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0375415
1, mujets, central, 1, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0501438
1, mujets, down, 1, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0501438
1, mujets, central, 1, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0461621
1, mujets, down, 1, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0461621
1, mujets, central, 1, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0366546
1, mujets, down, 1, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0366546
1, mujets, central, 1, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0513004
1, mujets, down, 1, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0513004
1, mujets, central, 1, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.037911
1, mujets, down, 1, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.037911
1, mujets, central, 1, 0.0, 2.4, 120.0, 160.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 120.0, 160.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0473123
1, mujets, down, 1, 0.0, 2.4, 120.0, 160.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0473123
1, mujets, central, 1, 0.0, 2.4, 160.0, 210.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 160.0, 210.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0615247
1, mujets, down, 1, 0.0, 2.4, 160.0, 210.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0615247
1, mujets, central, 1, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0775778
1, mujets, down, 1, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0775778
1, mujets, central, 1, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.0887824
1, mujets, down, 1, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.0887824
1, mujets, central, 1, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.138715
1, mujets, down, 1, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.138715
1, mujets, central, 1, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.130029
1, mujets, down, 1, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.130029
1, mujets, central, 1, 0.0, 2.4, 500.0, 670.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x)))
1, mujets, up, 1, 0.0, 2.4, 500.0, 670.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) + 0.133736
1, mujets, down, 1, 0.0, 2.4, 500.0, 670.0, 0, 1, 0.92955*((1.+(0.0589629*x))/(1.+(0.0568063*x))) - 0.133736
2, mujets, central, 1, 0.0, 2.4, 20.0, 30.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 20.0, 30.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.142831
2, mujets, down, 1, 0.0, 2.4, 20.0, 30.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.142831
2, mujets, central, 1, 0.0, 2.4, 30.0, 40.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 30.0, 40.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.0513331
2, mujets, down, 1, 0.0, 2.4, 30.0, 40.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.0513331
2, mujets, central, 1, 0.0, 2.4, 40.0, 50.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 40.0, 50.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.0510184
2, mujets, down, 1, 0.0, 2.4, 40.0, 50.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.0510184
2, mujets, central, 1, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.063831
2, mujets, down, 1, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.063831
2, mujets, central, 1, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.0606989
2, mujets, down, 1, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.0606989
2, mujets, central, 1, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.0595482
2, mujets, down, 1, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.0595482
2, mujets, central, 1, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.0744313
2, mujets, down, 1, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.0744313
2, mujets, central, 1, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.0626164
2, mujets, down, 1, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.0626164
2, mujets, central, 1, 0.0, 2.4, 120.0, 160.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 120.0, 160.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.0783307
2, mujets, down, 1, 0.0, 2.4, 120.0, 160.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.0783307
2, mujets, central, 1, 0.0, 2.4, 160.0, 210.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 160.0, 210.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.10399
2, mujets, down, 1, 0.0, 2.4, 160.0, 210.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.10399
2, mujets, central, 1, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.115898
2, mujets, down, 1, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.115898
2, mujets, central, 1, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.119459
2, mujets, down, 1, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.119459
2, mujets, central, 1, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.173066
2, mujets, down, 1, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.173066
2, mujets, central, 1, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.155635
2, mujets, down, 1, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.155635
2, mujets, central, 1, 0.0, 2.4, 500.0, 670.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18))))))
2, mujets, up, 1, 0.0, 2.4, 500.0, 670.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) + 0.138593
2, mujets, down, 1, 0.0, 2.4, 500.0, 670.0, 0, 1, 0.707475+(0.00985702*(log(x+19)*(log(x+18)*(3-(0.431311*log(x+18)))))) - 0.138593
0, comb, central, 0, 0.0, 2.4, 20.0, 30.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x)))
0, comb, up, 0, 0.0, 2.4, 20.0, 30.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) + 0.0354111
0, comb, down, 0, 0.0, 2.4, 20.0, 30.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) - 0.0354111
0, comb, central, 0, 0.0, 2.4, 30.0, 40.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x)))
0, comb, up, 0, 0.0, 2.4, 30.0, 40.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) + 0.0160834
0, comb, down, 0, 0.0, 2.4, 30.0, 40.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) - 0.0160834
0, comb, central, 0, 0.0, 2.4, 40.0, 50.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x)))
0, comb, up, 0, 0.0, 2.4, 40.0, 50.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) + 0.0165822
0, comb, down, 0, 0.0, 2.4, 40.0, 50.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) - 0.0165822
0, comb, central, 0, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x)))
0, comb, up, 0, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) + 0.0231791
0, comb, down, 0, 0.0, 2.4, 50.0, 60.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) - 0.0231791
0, comb, central, 0, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x)))
0, comb, up, 0, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) + 0.0161562
0, comb, down, 0, 0.0, 2.4, 60.0, 70.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) - 0.0161562
0, comb, central, 0, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x)))
0, comb, up, 0, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) + 0.0138662
0, comb, down, 0, 0.0, 2.4, 70.0, 80.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) - 0.0138662
0, comb, central, 0, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x)))
0, comb, up, 0, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) + 0.0133905
0, comb, down, 0, 0.0, 2.4, 80.0, 100.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x))) - 0.0133905
0, comb, central, 0, 0.0, 2.4, 100.0, 120.0, 0, 1, 0.989971*((1.+(0.0021189*x))/(1.+(0.00219937*x)))
